virus_id	length	topology	n_genes	virus_score	n_hallmarks	marker_enrichment	taxonomy	completeness	checkv_quality	PhaTYP	class	vcontact_family	phagcn_family	anti_CRISPR_id	tRNA_num	Host_Phylum	CRISPR
PLA-S40R1_NODE_217_length_44325_cov_12.666117	44325	No terminal repeats	70	0.9936	6	38.2649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	anti_CRISPR0749	NA	p__Proteobacteria	No
PLA-S40R1_NODE_387_length_30704_cov_10.882965	30704	No terminal repeats	33	0.9935	5	20.4164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.08	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	No
PLA-S40R1_NODE_104_length_68191_cov_55.058530	68191	No terminal repeats	97	0.9902	1	30.127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.43	Medium-quality	virulent	c__Caudoviricetes	NA	Schitoviridae	NA	28	p__Proteobacteria	No
PLA-S40R1_NODE_284_length_37093_cov_104.656326	37093	No terminal repeats	59	0.9899	2	20.5559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	90.57	High-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Crenarchaeota	No
PLA-S40R1_NODE_621_length_22159_cov_22.235523	22159	No terminal repeats	39	0.9856	1	11.8918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.17	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
PLA-S40R1_NODE_243_length_41134_cov_31.075732	41134	No terminal repeats	85	0.9808	2	25.8279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.33	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	3	p__Actinobacteriota	No
PLA-S40R1_NODE_272_length_38465_cov_19.368862	38465	No terminal repeats	43	0.98	5	22.8799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.99	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
PLA-S40R1_NODE_401_length_30210_cov_9.076571	30210	No terminal repeats	46	0.932	3	11.0054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.2	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Cyanobacteria	No
PLA-S40R3_k55_1227932	72803	DTR	135	0.9948	8	75.3157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Zierdtviridae	NA	2	p__Proteobacteria	No
PLA-S40R3_k55_3059897	70941	DTR	112	0.9928	6	38.7974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
PLA-S40R3_k55_3009711	57003	No terminal repeats	103	0.9925	3	34.252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	64.6	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA		No
PLA-S40R3_k55_594946	41012	No terminal repeats	64	0.9918	6	29.6388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.29	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
PLA-S40R3_k55_2134218	35278	No terminal repeats	57	0.9886	1	24.0855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.64	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	Yes
PLA-S40R3_k55_176419	52891	No terminal repeats	73	0.9883	2	22.0283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.18	High-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
PLA-S40R3_k55_222291	56144	DTR	65	0.988	5	32.1491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
PLA-S40R3_k55_41163	48714	No terminal repeats	88	0.9863	4	23.9165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.05	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	3	p__Crenarchaeota	No
PLA-S40R3_k55_905099	46638	No terminal repeats	62	0.9853	11	38.7656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
PLA-S40R3_k55_3059880	41009	DTR	60	0.9685	7	25.2613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
PLA-S40R3_k55_3059882	45936	DTR	57	0.9586	3	15.4131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
PLA-S40R4_k55_1645518	65886	DTR	95	0.9961	10	66.0801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
PLA-S40R4_k55_999621	61752	DTR	104	0.9956	3	50.1383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
PLA-S40R4_k55_2855625	25799	No terminal repeats	34	0.9952	6	28.2767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.33	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
PLA-S40R4_k55_2998168	135446	DTR	203	0.9943	8	106.6151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	35	p__Actinobacteriota	Yes
PLA-S40R4_k55_455130	44618	DTR	70	0.9942	7	34.5722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.95	Medium-quality	temperate	c__Caudoviricetes	NA	Zierdtviridae	NA	1	p__Proteobacteria	No
PLA-S40R4_k55_2998164	41720	DTR	67	0.9929	6	36.6158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	69.16	Medium-quality	temperate	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Actinobacteriota	No
PLA-S40R4_k55_1272707	68996	DTR	111	0.9926	6	45.042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	2	p__Proteobacteria	No
PLA-S40R4_k55_41297	37360	DTR	65	0.9923	8	27.5355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	No
PLA-S40R4_k55_950432	118904	DTR	198	0.9885	4	50.8793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	28	p__Proteobacteria	No
PLA-S40R4_k55_2958271	80403	DTR	129	0.9871	4	37.6346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	Yes
PLA-S40R4_k55_487948	43470	No terminal repeats	72	0.9866	3	29.9385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
PLA-S40R4_k55_308494	29482	No terminal repeats	47	0.9817	0	18.9255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.58	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Crenarchaeota	No
PLA-S40R4_k55_2998196	38420	DTR	59	0.9799	3	14.8412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Vilmaviridae	NA	NA	p__Proteobacteria	No
PLA-S40R4_k55_2151482	51939	No terminal repeats	92	0.966	1	22.9716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.32	Medium-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Actinobacteriota	No
PLA-S40R4_k55_2599095	79290	No terminal repeats	126	0.9647	2	23.0841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.52	Medium-quality	virulent	c__Caudoviricetes	NA	Schitoviridae	NA	NA	p__Actinobacteriota	No
PLA-S41R2_k119_589330	6424	No terminal repeats	7	0.903	2	5.3345	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	100	High-quality	virulent	c__Faserviricetes	Inoviridae	NA	anti_CRISPR3683	NA	p__Firmicutes	No
PLA-S41R2_k119_415726	54672	No terminal repeats	69	0.9943	3	39.8459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	81.85	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
PLA-S41R3_k119_1040243	6526	DTR	7	0.9016	2	5.3345	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	100	Complete	virulent	c__Faserviricetes	Inoviridae	NA	anti_CRISPR3683	NA	p__Bacteroidota	No
PLA-S41R3_k119_909625	39978	No terminal repeats	52	0.9941	4	27.3232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	90.66	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
PLA-S41R3_k119_988483	45269	No terminal repeats	66	0.9912	6	46.648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.53	Medium-quality	virulent	c__Caudoviricetes	NA	Peduoviridae	anti_CRISPR0974	2	p__Actinobacteriota	No
PLA-S41R5_NODE_99_length_36127_cov_11.640968	36127	DTR	52	0.9882	5	25.0586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Proteobacteria	No
TUW-S63R1_k55_2666476	33941	No terminal repeats	42	0.9953	6	33.6631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.78	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	Yes
TUW-S63R1_k55_1475515	34015	No terminal repeats	38	0.9929	4	24.408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.3	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S63R1_k55_763785	17364	No terminal repeats	26	0.9912	3	10.0062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.67	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Thaumarchaeota	No
TUW-S63R1_k55_1036894	28876	No terminal repeats	59	0.99	1	15.2324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.81	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Cyanobacteria	No
TUW-S63R1_k55_2053845	24849	No terminal repeats	24	0.9443	2	8.5545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R2_k55_1968044	42890	No terminal repeats	63	0.9955	3	41.4095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.22	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	Yes
TUW-S63R2_k55_1138918	27090	No terminal repeats	37	0.9944	4	33.5982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	74.55	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R2_k55_8052037	101433	DTR	133	0.9942	4	56.2783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	8	p__Firmicutes	No
TUW-S63R2_k55_1817989	35555	No terminal repeats	47	0.9942	8	26.3538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.54	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S63R2_k55_5713256	32830	No terminal repeats	34	0.9941	1	23.5608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.5	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
TUW-S63R2_k55_101043	39690	No terminal repeats	57	0.9932	4	32.4223	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	85.56	Medium-quality	virulent	c__Caudoviricetes	NA	Schitoviridae	NA	1	p__Actinobacteriota	No
TUW-S63R2_k55_2515670	52631	No terminal repeats	85	0.9921	14	58.2497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	77.09	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Cyanobacteria	No
TUW-S63R2_k55_1839428	57709	No terminal repeats	76	0.9915	6	24.0219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.29	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S63R2_k55_1708569	119925	DTR	169	0.9915	4	52.3441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	Siphoviridae	Mesyanzhinovviridae	NA	1	p__Proteobacteria	No
TUW-S63R2_k55_1925422	60610	DTR	93	0.9913	6	40.1549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	74.77	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R2_k55_1189520	20355	No terminal repeats	30	0.9898	4	15.8108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.11	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R2_k55_337965	43170	DTR	57	0.9888	5	27.0542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S63R2_k55_4073543	43485	No terminal repeats	70	0.9853	4	19.0456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	89.89	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Bacteroidota	No
TUW-S63R2_k55_1047329	81243	DTR	130	0.9852	2	22.645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.25	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R2_k55_5164801	45494	No terminal repeats	81	0.9848	6	23.8573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	84.72	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R2_k55_3858972	20552	No terminal repeats	33	0.9837	0	7.9846	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.41	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R2_k55_3413375	47501	No terminal repeats	79	0.9539	4	17.2356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.36	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R2_k55_1395374	30633	No terminal repeats	41	0.9455	1	7.1025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	72.86	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R2_k55_3281563	31372	No terminal repeats	40	0.9386	1	6.4804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	61.15	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_857070	9968	No terminal repeats	12	0.9884	2	9.1432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.33	Medium-quality	virulent	c__Caudoviricetes	NA	Orlajensenviridae	NA	NA	p__Chloroflexota	No
TUW-S63R3_k55_3610317	26205	No terminal repeats	36	0.996	7	36.392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.24	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_6637264	25620	No terminal repeats	44	0.9952	3	27.7069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	84.68	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R3_k55_4942530	38266	No terminal repeats	71	0.995	7	38.7973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	3	p__Firmicutes	No
TUW-S63R3_k55_185360	74133	DTR	117	0.9948	8	61.9465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	80	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Crenarchaeota	No
TUW-S63R3_k55_4300910	74417	DTR	124	0.9942	7	62.7006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	25	p__Actinobacteriota	No
TUW-S63R3_k55_6067014	60309	No terminal repeats	90	0.9942	7	51.583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.73	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_1494578	49460	DTR	72	0.9941	10	37.2687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA		No
TUW-S63R3_k55_5068665	67987	DTR	85	0.9934	6	44.7872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_6976847	45651	DTR	57	0.9932	10	40.8362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_2916041	37762	No terminal repeats	70	0.9927	8	26.5577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	83.35	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Myxococcota	No
TUW-S63R3_k55_725043	29615	No terminal repeats	39	0.9923	3	27.2653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.43	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S63R3_k55_6473279	31776	No terminal repeats	40	0.9922	12	36.3385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.27	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R3_k55_48179	67919	DTR	102	0.9912	10	45.4251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R3_k55_2367986	33951	No terminal repeats	36	0.9911	5	29.914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	77.01	Medium-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_16512	42547	No terminal repeats	66	0.9871	3	16.9385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.11	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R3_k55_4393800	93838	No terminal repeats	122	0.9865	13	45.4189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_1100987	41229	DTR	58	0.9844	6	25.0946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Vilmaviridae	NA	1	p__Firmicutes	No
TUW-S63R3_k55_2850598	34887	No terminal repeats	51	0.9841	4	14.9046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	75.27	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	2	p__Bacteroidota	No
TUW-S63R3_k55_5641148	31171	No terminal repeats	44	0.9841	8	25.0316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	82.32	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R3_k55_815043	31187	No terminal repeats	50	0.9828	0	12.3003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.81	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R3_k55_3868469	33326	No terminal repeats	44	0.9787	2	9.6692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.2	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Planctomycetota	No
TUW-S63R3_k55_871891	41353	No terminal repeats	67	0.9735	5	21.572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	68.34	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_792987	45893	No terminal repeats	65	0.9719	3	14.9013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.5	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_5668952	34119	No terminal repeats	59	0.9709	6	25.1569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.67	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R3_k55_3834788	34029	No terminal repeats	38	0.9608	3	12.5753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R4_k55_5516530	41567	DTR	58	0.9955	8	55.6521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	anti_CRISPR0773,anti_CRISPR0972	NA	p__Actinobacteriota	No
TUW-S63R4_k55_4918197	49025	No terminal repeats	93	0.9953	4	41.1989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	anti_CRISPR0808	NA	p__Proteobacteria	No
TUW-S63R4_k55_776379	39462	No terminal repeats	62	0.9949	5	34.6125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	72.77	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R4_k55_5516497	43424	DTR	60	0.9948	8	36.1145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S63R4_k55_2857514	53157	No terminal repeats	57	0.9939	6	37.991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.05	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R4_k55_559691	38390	No terminal repeats	48	0.9931	12	41.9508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.24	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S63R4_k55_278756	17667	No terminal repeats	24	0.993	5	14.6739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	95.37	High-quality	virulent	c__Caudoviricetes	NA	Orlajensenviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R4_k55_2337219	56102	No terminal repeats	91	0.9926	4	35.7014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.99	Medium-quality	virulent	c__Caudoviricetes	NA	Zierdtviridae	NA	NA	p__Actinobacteriota	No
TUW-S63R4_k55_4516025	45768	DTR	66	0.9923	6	29.599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.1	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
TUW-S63R4_k55_334043	46838	DTR	65	0.991	3	19.8194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.38	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Cyanobacteria	No
TUW-S63R4_k55_5117807	58203	DTR	85	0.9909	4	41.8701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	1	p__Actinobacteriota	No
TUW-S63R4_k55_3407032	18219	No terminal repeats	18	0.9904	5	15.5769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.21	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
