ID	Completeness (%)	Contamination (%)	Genome_size	GC_content	Group	GTDB_classification	Min_contig_length	Max_contig_length	Mean_contig_length	Median_contig_length	N50	Num_contig	tRNA	5S_ribosomal_RNA	16S_ribosomal_RNA	23S_ribosomal_RNA	5S+16S+23S	NCBI_classification
KKK-S55R1_144	88.83	3.24	2882024	39.32	Medium quality	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;UBA10452	1003	19291	2548	1870	2913	1131	32	1	1	0	0	Archaea;Thaumarchaeota
KKK-S55R1_163	79.57	4.13	5571951	61.47	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;VAZQ01	1160	34777	5373	4130	6466	1037	30	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
KKK-S55R1_31	84.8	0.9	4289053	54.85	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2001	82040	11054	6986	17003	388	17	0	0	0	0	Bacteria;Acidobacteria
KKK-S55R1_39	58.73	0	2021530	67.25	Partial	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Palsa-1248	1003	10543	2097	1832	2235	964	7	0	0	0	0	Bacteria;Gemmatimonadetes
KKK-S55R1_51	83.37	2.52	2182603	63.38	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloceanibacter	2001	34944	5728	4150	6910	381	19	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
KKK-S55R1_66	89.25	1.41	2967941	63.27	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloceanibacter;Methyloceanibacter sp002383105	2004	42870	6870	4435	9653	432	20	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
KKK-S55R1_69	74	3.42	3091779	69.33	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;PALSA-555;PALSA-555	1500	35623	4670	3266	5709	662	20	1	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R1_72	58.97	0	3348574	59.72	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae	1523	34518	8329	6490	10497	402	13	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales
KKK-S55R1_73	81.78	3.59	4280445	60.66	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;BOG-931	1501	51927	4858	3380	6442	881	20	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
KKK-S55R1_7	55.77	0.65	3094278	67.61	Partial	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;RPRB01	1002	11574	2113	1706	2273	1464	30	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae
KKK-S55R1_86	95.39	4.16	5711881	60.02	Near complete	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	1121	50842	7148	4772	10320	799	26	0	0	1	0	Bacteria;Chloroflexi
KKK-S55R1_87	79.8	2.63	3363377	68.61	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae	2001	22442	4290	3518	4721	784	21	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales
KKK-S55R1_91	86.52	5.43	3592724	65.71	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;Palsa-1515	1002	15029	2964	2280	3571	1212	32	0	0	0	0	Bacteria;candidate division WPS-2
KKK-S55R1_95	88.12	2.56	5653065	57.53	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	1597	84075	12289	7646	21060	460	19	0	1	0	0	Bacteria;Acidobacteria
KKK-S55R1_98	95.04	2.04	5529598	57.38	Near complete	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;4M-Z18	1504	146232	14034	7505	25742	394	21	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula
KKK-S55R2_106	68.64	3.24	1848219	67.48	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;13-2-20CM-66-19	1501	12170	3306	2688	3743	559	4	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
KKK-S55R2_118	69.89	1.91	3154014	64.3	Partial	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;GAS188	1001	13301	2145	1707	2320	1470	14	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
KKK-S55R2_139	78.54	4.47	4693468	56.05	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;PALSA-188	1502	64124	5978	4131	7877	785	11	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
KKK-S55R2_175	68.99	2.99	3101238	68.2	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-744	1513	36459	5143	3440	6668	603	35	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R2_176	62.41	0	3218452	56.46	Partial	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2433	47416	13354	10276	17159	241	11	0	0	0	0	Bacteria;Acidobacteria
KKK-S55R2_177	86.61	3.94	3660864	36.08	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1500	23767	4699	3395	5877	779	18	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
KKK-S55R2_213	79.61	2.97	7019476	53.57	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	1500	20778	3021	2318	3216	2323	20	1	0	2	0	Bacteria;Chloroflexi
KKK-S55R2_215	97.78	2.96	4342793	43.89	Near complete	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1021	117574	12587	6015	27353	345	32	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
KKK-S55R2_249	82.88	2.39	4630514	54.81	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales	1502	47187	6769	4768	8971	684	14	0	0	0	0	Bacteria;Verrucomicrobia
KKK-S55R2_24	74.77	3.02	2265590	69.09	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Palsa-739	1002	17172	2957	2289	3532	766	25	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R2_251	71.32	3.09	3458804	69.13	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1007	17452	3082	2391	3750	1122	21	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
KKK-S55R2_266	57.51	1.28	1756117	67.46	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-744	1003	16257	2176	1733	2357	807	18	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
KKK-S55R2_279	85.08	5.24	7338824	59.19	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	1000	38940	3190	2056	4413	2300	31	2	1	1	1	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
KKK-S55R2_27	77.62	4.28	4625107	67.59	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Palsa-506	2019	55358	7974	6361	9827	580	14	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R2_286	95.83	1.7	4667451	64	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Palsa-1005;PALSA-1003	1525	106472	10656	5957	18544	438	21	0	1	0	0	Bacteria;Proteobacteria;Betaproteobacteria
KKK-S55R2_298	79.92	3.03	5475323	57.16	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;4M-Z18	1001	16564	2759	2127	3229	1984	13	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula
KKK-S55R2_300	81.52	0.19	2500542	63.45	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;Eremiobacterales;Eremiobacteraceae	1035	31527	6189	4793	7797	404	25	1	0	0	0	Bacteria;candidate division WPS-2
KKK-S55R2_44	77.97	3.42	6290509	57.08	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Sulfotelmatobacter	2003	48615	6296	4591	7928	999	7	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
KKK-S55R2_47	71.18	2.58	3653806	67.47	Medium quality	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;RPRB01	1001	51285	2890	2102	3438	1264	33	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae
KKK-S55R2_62	78.89	3.77	3773059	67.81	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1001	18035	2936	2140	3658	1285	19	1	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R2_64	69.79	1.29	1594735	67.76	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;70-9;VAYN01	1005	16647	3666	2929	4336	435	59	1	1	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R2_80	70.31	3	4959658	65.98	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella	1001	13257	2030	1649	2156	2442	25	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales
KKK-S55R2_97	93.16	5.96	7187598	68.5	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1500	54446	6944	4716	9892	1035	39	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_114	92.11	1.13	2614080	62.9	Near complete	Bacteria;Eremiobacterota;Eremiobacteria;Eremiobacterales;Eremiobacteraceae	1502	35872	5682	3855	7818	460	17	0	0	0	0	Bacteria;candidate division WPS-2
KKK-S55R3_118	62.68	1.71	3692313	68.7	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1007	14496	2928	2434	3475	1261	17	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_121	87.1	1.99	3594330	57.34	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Sulfotelmatobacter;Sulfotelmatobacter sp003225005	2011	31239	5882	4748	6932	611	4	0	0	0	0	Bacteria;Acidobacteria
KKK-S55R3_132	79.33	4.37	1991163	46.6	Medium quality	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;UBA141	1004	13578	2416	1982	2657	824	6	0	0	0	0	Archaea;Thaumarchaeota
KKK-S55R3_143	90.12	1.55	5169881	57.22	Near complete	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;4M-Z18	1504	42001	6075	4385	7609	851	18	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula
KKK-S55R3_145	85.13	5.13	4941701	63.9	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;13-2-20CM-66-19	1502	89582	7331	4465	11209	674	26	0	1	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
KKK-S55R3_15	68.53	0.93	2437546	67.66	Partial	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260;Palsa-875	1501	25404	3957	2993	4451	616	19	0	0	0	0	Bacteria;candidate division AD3
KKK-S55R3_174	70.25	1.71	4965334	57.44	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2001	59332	5975	4777	7027	831	13	0	0	0	0	Bacteria;Acidobacteria
KKK-S55R3_176	63.7	2.16	1598644	68.76	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Palsa-739	1001	8291	1846	1576	1924	866	15	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_188	76.21	4.02	3066699	72.39	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;PALSA-555;PALSA-555	1500	34940	5596	3974	7692	548	30	1	1	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_190	78.27	1.18	3878042	64.03	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;GAS188	1500	19622	4270	3196	5300	908	14	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
KKK-S55R3_208	61.52	1.71	3418451	57.83	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Bog-209	2008	35696	4741	3892	5255	721	13	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
KKK-S55R3_222	83.55	5.37	2509181	67.47	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-744	2010	44669	8420	5880	11803	298	41	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_249	94.77	1.85	2316205	65.73	Near complete	Bacteria;Dormibacterota;Dormibacteria;UBA8260;Bog-877;Bog-877	1511	72110	11581	8129	16809	200	35	1	0	0	0	Bacteria;candidate division AD3
KKK-S55R3_32	71.17	1.65	3831657	71.35	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Palsa-506	1006	17092	3102	2422	3762	1235	3	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_33	78.35	2.85	4593159	56.02	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae	1503	26313	5064	3737	6190	907	11	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
KKK-S55R3_36	76.69	5.02	6347744	61.88	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	1001	41386	3744	2492	5164	1695	18	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
KKK-S55R3_67	70.84	3.12	2548839	44.28	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1001	6462	1694	1427	1710	1504	7	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
KKK-S55R3_86	67.43	1.71	2844558	67.65	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1502	25416	4069	3069	4910	699	16	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_87	66.62	2.41	3591234	71.33	Partial	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Palsa-506	1004	16780	3384	2733	4201	1061	7	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S55R3_97	71.92	1.28	2691709	66.76	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-473	1003	12251	2146	1745	2328	1254	15	0	0	0	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
KKK-S56R1_105	90.94	0.44	7142437	41.95	Near complete	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nostoc	1509	43883	5597	4303	7109	1276	56	0	1	1	0	Bacteria;Cyanobacteria;unknown;Nostocales;Nostocaceae;Nostoc
KKK-S56R1_118	84.78	2.56	3907969	58.62	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	1508	84016	18879	13623	29274	207	25	0	1	0	0	Bacteria;Acidobacteria
KKK-S56R1_120	73.69	3.01	3422695	62.8	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	1001	30888	3154	2134	4074	1085	12	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
KKK-S56R1_126	96.61	1.15	4144540	38.26	Near complete	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Palsa-955	1507	72729	12334	7353	20344	336	28	0	1	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
KKK-S56R1_146	85.66	2.9	4914960	63.18	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	1024	54030	5789	3740	8655	849	37	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
KKK-S56R1_175	73.22	2.14	3941159	56.96	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Sulfotelmatobacter	1512	41823	6275	4949	7961	628	14	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
KKK-S56R1_179	58.56	0.86	2916381	61.42	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;EB88	1500	21838	3710	2875	4233	786	14	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidipila
KKK-S56R1_181	72.29	2.51	3314447	71.65	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Jatrophihabitantaceae;Jatrophihabitans	1501	22307	4158	3232	5191	797	18	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans
KKK-S56R1_197	73.56	1.21	5614422	62.34	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila	1002	21954	2967	2226	3579	1892	16	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
KKK-S56R1_198	66.06	2.58	4092481	70.55	Partial	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Bog-532	2001	29856	4809	3804	5496	851	16	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S56R1_20	94.34	2.14	4490120	62.87	Near complete	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA8190	1519	87700	10251	5805	17932	438	30	1	1	1	1	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
KKK-S56R1_30	69.92	0	642944	51.96	Partial	Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA11359_D	2742	50008	12858	9754	17143	50	34	0	2	1	0	Bacteria;Candidatus Taylorbacteria
KKK-S56R1_44	67.03	0.85	2440118	44.54	Partial	Bacteria;Cyanobacteria;Vampirovibrionia;Vampirovibrionales;Vampirovibrionaceae	1501	13569	3451	2920	3725	707	24	0	0	0	0	Bacteria;Candidatus Melainabacteria;unknown;Vampirovibrionales
KKK-S56R1_53	87.08	4.02	5297349	59.23	Medium quality	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;PALSA-1355	1500	42505	5885	4446	7689	900	51	1	1	2	1	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
KKK-S56R1_60	66.2	2.78	1278392	44.99	Partial	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;UBA4665	1679	87491	19369	13407	26821	66	38	0	1	0	0	Bacteria;Candidatus Saccharibacteria
KKK-S56R1_64	54.54	0	810800	53.15	Partial	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;UBA4665	2002	38677	6285	4402	7542	129	17	0	1	1	0	Bacteria;Candidatus Saccharibacteria
KKK-S56R1_70	92.97	6.09	6830777	53.56	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales	1500	90573	6920	4002	11238	987	22	1	0	0	0	Bacteria;Verrucomicrobia
KKK-S56R1_86	59.23	0.5	3749335	69.26	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1166	44053	5777	4517	6910	649	12	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
KKK-S56R1_89	70.16	2.28	3029954	61.69	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;BOG-931	1503	16639	3427	2727	3809	884	14	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
KKK-S56R1_91	90.66	1	3339913	43.38	Near complete	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1029	65234	6587	4317	10288	507	23	0	1	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
KKK-S56R1_94	62.5	2.32	2510624	63.3	Partial	Bacteria;Proteobacteria;Alphaproteobacteria;UBA1301;UBA1301;UBA6038	1001	24582	2856	2082	3581	879	16	1	1	1	1	Bacteria;Proteobacteria;Alphaproteobacteria
KKK-S56R2_112	67.78	1.6	2529878	64.68	Partial	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260;Palsa-851	1000	20797	2657	1722	3641	952	20	0	0	0	0	Bacteria;candidate division AD3
KKK-S56R2_11	66.92	2.19	7201695	60.83	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bog-159	1500	21479	3888	3016	4651	1852	20	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
KKK-S56R2_121	90.92	7.79	5309562	58.04	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2003	121644	11643	7009	18270	456	31	0	1	0	0	Bacteria;Acidobacteria
KKK-S56R2_127	95.58	0	3924198	63.05	Near complete	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184	2001	63882	8701	5711	12393	451	33	1	0	0	0	Bacteria;candidate division WPS-2
KKK-S56R2_128	74.07	3.11	3114043	68.65	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-744	1006	57810	5661	3537	8350	550	31	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
KKK-S56R2_130	84.83	5.16	6029734	65.31	Medium quality	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Palsa-1150	1509	56245	6327	4138	9375	953	15	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
KKK-S56R2_13	66.06	2.99	6017893	56.84	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Sulfotelmatobacter	1001	12079	2435	1955	2815	2471	9	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
KKK-S56R2_151	65.22	0.85	4320069	69.82	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1002	15297	2369	1921	2613	1823	15	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
KKK-S56R2_156	70.9	3.46	5663984	62.92	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	1000	43019	2776	1965	3317	2040	18	1	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
KKK-S56R2_15	85.02	2.99	4405367	61.15	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;BOG-931	1024	69217	4711	3292	6423	935	21	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
KKK-S56R2_184	97.7	1.25	7616839	62.5	Near complete	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;PALSA-1355	1660	181127	23081	15229	39018	330	51	1	2	2	1	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
KKK-S56R2_195	67.59	3.04	3781478	65.5	Partial	Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella	1001	12487	2689	2170	3085	1406	29	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unknown;Enhydrobacter
KKK-S56R2_198	88.01	6.13	7121965	66.12	Medium quality	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae	1501	47660	6347	4339	9378	1122	23	1	1	1	1	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
KKK-S56R2_200	89.84	3.17	2050256	64.25	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;FEN-1191	1530	37960	6722	5078	8855	305	16	0	1	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
KKK-S56R2_202	82.45	1.57	3587194	68.68	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-744	1529	104378	9151	5052	16477	392	32	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
KKK-S56R2_215	87.43	4.73	5500087	54.1	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales	1001	15078	2750	2123	3262	2000	15	0	0	0	0	Bacteria;Verrucomicrobia
KKK-S56R2_216	60.2	0	2064236	66.27	Partial	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260;Palsa-851	1001	16153	2580	1947	3039	800	12	0	0	0	0	Bacteria;candidate division AD3
KKK-S56R2_240	82.13	0	2383067	61.75	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;Palsa-1483	1005	33381	3028	2357	3511	787	16	0	1	0	0	Bacteria;candidate division WPS-2
KKK-S56R2_25	63.82	0	2858585	66.63	Partial	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;RAAP-2;Bog-473	1002	18246	2794	2124	3438	1023	22	0	0	0	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
KKK-S56R2_4	90.28	1	4719608	67.95	Near complete	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1500	65781	6950	4080	11397	679	27	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
KKK-S56R2_87	86.42	1.71	4821681	54.95	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;PALSA-188	2052	66444	8549	6445	11249	564	25	1	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
